tag,prev_tag_sheet,sp_code,height1,height2,height_method,dbh1,dbh2,dbh_hom,dbh_method,cii,canopy_pos,survival_status,deathdam_status,deathdam_mode,living_length,pct_crown,pct_leaves,degrees_leaning,leaf_damage,wounded_trunk,comment,row_date,unclear_field,unclear_flags
4503,NA,UNKN,,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-07,,
4504,NA,ABLA,9.6,9.3,H,12.6,-,0.1,T,2,I,A,S,"BW 10% orange",-,100,90,-,Y,-,measured @ 1.4m; bend at base,2026-08-07,,
4505,NA,PIEN,12.3,12.5,H,20.9,-,0,T,3,I,A,S,10% red,10.6,60,80,-,Y,-,measured above branch,2026-08-07,living_length,"two living-length values shown (10.6 and 10.9), used first"
4506,NA,ABLA,4.6,-,T,5.8,6.0,0,C,1,S,A,S,10% red BW,-,100,90,-,Y,-,,2026-08-07,,
4507,NA,ABLA,3.7,-,T,6.0,6.2,0,C,1,S,A,S,BW,-,90,90,-,Y,-,bent over at top,2026-08-07,,
4508,NA,ABLA,5.5,-,T,6.8,6.4,0,C,2,S,A,S,sappy,-,90,90,-,N,1,,2026-08-07,,
4509,NA,ABLA,15,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-07,,
4510,NA,PIEN,18.6,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-07,,
4511,NA,ABLA,11.0,11.3,H,17.8,-,0,T,3,I,A,S,sap,-,90,90,-,N,-,wrinkly bark,2026-08-07,,
4512,NA,ABLA,3.9,-,T,5.1,5.1,0,C,2,S,A,S,BW,-,100,80,-,Y,-,,2026-08-07,,
4513,NA,ABLA,11.2,11.3,H,15.1,-,0,T,2,I,A,S,"BW, 3% red",-,100,100,-,Y,-,,2026-08-07,,
4514,NA,ABLA,3.2,-,T,4.5,4.6,0,C,1,S,A,S,5% brown BW,-,100,90,-,Y,-,,2026-08-07,,
4515,NA,PICO,18.7,18.3,H,34.8,-,0,T,3,I,A,L,3% red,-,50,60,15,Y,-,leans South; 2 leaders,2026-08-07,,
4516,NA,ABLA,2.2,-,T,2.1,2.3,0,C,1,S,A,S,"BW, 5% brown",-,100,80,-,Y,-,bent @ base,2026-08-07,,
4517,NA,ABLA,1.6,-,T,1.3,1.2,0,C,1,S,A,S,BW,-,100,90,-,Y,1,bent @ base,2026-08-07,,
4518,NA,ABLA,2.2,-,T,2.8,2.6,0,C,1,S,A,S,BW,-,100,100,-,Y,1,,2026-08-07,,
4519,NA,ABLA,2.1,-,T,2.2,2.0,0,C,1,S,A,S,"BW, 5% brown",-,100,90,-,Y,-,,2026-08-07,,
4520,NA,ABLA,2.6,-,T,2.6,2.9,0,C,2,S,A,S,BW,-,80,90,-,Y,2,kink in trunk above dbh,2026-08-07,,
4521,NA,ABLA,5.9,5.7,H,8.8,-,0,T,2,S,A,S,,-,100,90,-,N,1,new tag 1302; replaced collar w/ nail,2026-08-07,,
4522,NA,ABLA,11.7,11.5,H,15.5,-,0,T,2,I,A,S,,-,100,90,-,N,1,,2026-08-07,,
4523,NA,PIEN,19.4,19.6,H,33.8,-,0,T,4,C,A,S,,-,90,90,-,N,-,,2026-08-07,,
4524,NA,ABLA,5.6,-,T,9.1,-,0,T,2,S,A,S,BW,-,100,90,-,Y,-,,2026-08-07,,
4525,NA,UNKN,,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-07,,
4526,NA,ABLA,4.6,-,T,7.6,5.9,0,C,2,S,A,S,,-,100,90,-,N,-,2 leaders - 1 leader dead,2026-08-07,,
4527,NA,ABLA,3.3,-,T,5.1,4.5,0,C,1,S,A,S,10% red,-,100,100,-,Y,-,,2026-08-07,,
4528,NA,ABLA,6.5,6.5,H,18.6,-,0,T,1,I,A,S,BW,-,100,90,-,Y,-,,2026-08-07,,
4529,NA,PICO,16.1,16.1,H,34.6,-,0,T,4,I,A,S,,-,90,100,-,N,-,,2026-08-07,,
4530,NA,PIEN,9.8,9.9,H,19.9,-,0,T,3,I,A,L,,9.2,80,100,10,N,-,dead leader,2026-08-07,,
4531,NA,PIEN,0.6,-,T,1.1,1.3,0,C,2,S,A,X,BW,-,60,70,70,Y,2,severe lean East,2026-08-07,,
4532,NA,ABLA,2.5,-,T,2.5,2.3,0,C,1,S,A,S,"BW, 10% red",-,100,90,-,Y,1,,2026-08-09,,
4533,NA,PIEN,19.1,19.2,H,26.0,-,0,T,3,I,A,S,BW,-,70,80,-,Y,-,,2026-08-09,,
4534,NA,ABLA,10.0,10.2,H,14.6,-,0,T,2,I,A,S,BW,-,100,90,-,Y,-,measured above branch,2026-08-09,,
4535,NA,ABLA,3.8,-,T,6.0,6.8,0,C,1,S,A,S,"20% brown BW",-,100,100,-,Y,1,shares base with 4537,2026-08-09,,
4536,NA,ABLA,2.4,-,T,3.4,3.3,0,C,1,S,A,S,"BW 10% brown",-,100,100,-,Y,-,,2026-08-09,,
4537,NA,ABLA,5.6,-,T,8.2,-,0.1,C,1,S,A,S,5% brown,-,100,100,-,Y,1,shares base with 4535; measured @ nail; replaced collar w/ nail,2026-08-09,,
4538,NA,ABLA,8.4,8.0,H,11.5,-,0,T,1,I,A,S,3% red,-,90,80,-,Y,-,shares base with 4535,2026-08-09,,
4539,NA,ABLA,5.9,6.1,H,7.7,-,0,T,1,S,A,S,,-,90,80,-,N,-,,2026-08-09,,
4540,NA,ABLA,14.9,15.0,H,15.6,-,0,T,2,I,A,S,,-,80,80,-,N,-,,2026-08-09,,
4541,NA,ABLA,10.4,10.9,H,13.8,-,0,T,2,I,OK,S,,-,100,100,-,N,-,,2026-08-09,,
4542,NA,PIEN,25.6,26.0,H,45.2,-,0,T,4,C,A,S,sap,-,90,90,-,N,-,,2026-08-09,,
4543,NA,ABLA,8.2,8.5,H,11.3,-,0,T,2,S,A,S,,-,100,100,-,N,1,,2026-08-09,,
4544,NA,ABLA,2.0,-,T,3.4,3.8,0,C,2,S,A,S,"5% brown, BW",1.9,80,90,-,Y,-,multiple leaders; dead at top,2026-08-09,,
4545,NA,ABLA,2.2,-,T,2.1,2.1,0,C,2,S,A,L,"20% brown bw",-,60,80,5,Y,-,,2026-08-09,,
4546,NA,ABLA,14.0,14.2,H,15.7,-,0,T,3,I,A,S,,-,90,90,-,Y,N,bw,2026-08-09,,
4547,NA,ABLA,2.0,-,T,2.4,2.3,0,C,1,S,A,S,"BW 5% brown",-,100,90,-,Y,-,,2026-08-09,,
4548,NA,ABLA,4.5,-,T,7.6,-,0,T,2,S,A,S,BW,-,90,90,-,Y,-,,2026-08-09,,
4549,NA,PIEN,20.3,20.6,H,28.1,-,0,T,3,C,A,S,bw,-,80,70,-,Y,-,,2026-08-09,,
4550,NA,ABLA,9.7,9.3,H,13.5,-,0,T,1,S,A,S,5% red,-,80,80,-,Y,-,measured above branch,2026-08-09,,
4551,NA,ABLA,9.4,9.6,H,13.9,-,0,T,1,S,A,S,5% red,-,100,100,-,Y,-,,2026-08-09,,
4552,NA,ABLA,1.6,-,T,1.1,1.2,0,C,1,S,A,S,bw,-,100,90,-,Y,-,,2026-08-09,,
4553,NA,ABLA,4.1,-,T,6.1,6.2,0,C,1,S,A,L,,-,80,70,20,N,2,leans Northwest,2026-08-09,,
4554,NA,ABLA,2.0,-,T,3.4,3.2,0,C,1,S,A,L,10% brown,-,70,60,10,Y,1,,2026-08-09,,
4555,NA,ABLA,9.2,9.2,H,10.7,-,0,T,1,S,A,S,5% yellow,-,100,90,-,Y,-,,2026-08-09,,
4556,NA,PIEN,24.6,24.2,H,28.1,-,0,T,4,C,A,S,,-,70,70,-,N,-,,2026-08-09,,
4557,NA,ABLA,5.1,-,T,7.4,6.9,0,T,1,S,A,S,,-,100,100,-,N,-,,2026-08-09,,
4558,NA,ABLA,3.3,-,T,5.8,6.0,0,C,1,S,A,L,10% brown,-,90,90,45,Y,2,,2026-08-09,,
4559,NA,ABLA,2.5,-,T,3.5,3.3,0,C,1,S,A,S,bw,-,100,90,-,Y,-,,2026-08-09,,
4560,NA,PIEN,22.2,22.0,H,22.7,-,0,T,4,I,A,S,"bw, 5% red",-,80,80,-,Y,-,,2026-08-09,,
4561,NA,ABLA,7.3,7.0,H,11.6,-,0,T,1,S,A,S,"sap, 3% red",-,90,80,-,Y,-,2 leaders,2026-08-09,,
4562,NA,ABLA,6.9,7.0,H,7.7,-,0,T,1,S,A,S,,-,90,90,-,N,-,,2026-08-09,,
4563,NA,ABLA,7.4,7.5,H,11.9,-,0,T,2,S,A,S,bw,-,90,90,-,Y,-,,2026-08-09,,
4564,NA,ABLA,6.4,6.8,H,8.2,-,0,T,1,S,A,S,,-,100,90,-,N,-,,2026-08-09,,
4565,NA,ABLA,2.0,-,T,1.8,1.8,0,C,1,S,A,L,5% brown,-,100,80,5,Y,2,,2026-08-09,,
4566,NA,ABLA,3.9,-,T,6.4,7.8,0.1,C,1,S,A,L,5% brown,-,80,90,10,Y,-,replace collar w/ nail @ 1.3m - no HOM,2026-08-09,,
4567,NA,ABLA,8.4,8.4,H,10.3,-,0,T,1,S,A,S,bw,-,80,80,-,Y,-,,2026-08-09,,
4568,NA,ABLA,4.5,-,T,5.8,5.8,0,C,1,S,A,S,5% brown,-,100,90,-,Y,-,,2026-08-09,,
4569,NA,ABLA,2.0,-,T,2.5,2.6,0,C,1,S,A,S,BW,-,100,90,-,Y,-,,2026-08-09,,
4570,NA,ABLA,2.3,-,T,2.1,2.1,0,C,1,S,A,S,BW,-,80,90,-,Y,-,,2026-08-09,,
4571,NA,PIEN,23.5,23.5,H,30.5,-,0,T,4,C,A,S,,-,90,80,-,N,-,,2026-08-09,,
4572,NA,ABLA,1.8,-,T,2.0,1.8,0,C,1,S,A,S,BW,-,100,100,-,Y,-,,2026-08-09,,
4573,NA,PIEN,22.4,22.2,H,30.7,-,0,T,3,C,A,L,BW,-,90,90,5,Y,-,shares base with 4574,2026-08-09,,
4574,NA,PIEN,20.9,21.3,H,30.1,-,0,T,2,I,A,S,"sap BW",-,80,80,-,Y,-,shares base with 4573,2026-08-09,,
4575,NA,ABLA,5.9,6.1,H,9.6,-,0,T,2,S,A,L,BW,-,100,90,10,Y,-,measured just under nail to avoid branch,2026-08-09,,
4576,NA,ABLA,23.1,,,NA,,,,,,Dead,L,,,,,,10,,,2026-08-09,,
4577,NA,ABLA,5.0,5.3,H,9.0,-,0,T,1,S,A,S,BW,-,100,100,-,Y,-,,2026-08-09,,
4578,NA,PIEN,17.8,17.9,H,22.2,-,0,T,3,I,A,L,,-,90,80,10,N,-,leans E,2026-08-09,,
4579,NA,PIEN,27.1,27.3,H,42.8,-,0,T,4,D,A,S,BW,-,100,90,-,Y,-,,2026-08-09,,
4580,NA,ABLA,6.7,6.8,H,11.7,-,0,T,2,S,A,S,"sappy, bw, 3% red",-,90,90,-,Y,1,,2026-08-09,,
4581,NA,ABLA,9.3,9.4,H,12.7,-,0,T,2,I,A,S,"bw, sap",-,90,80,-,Y,-,bend @ base,2026-08-09,,
4582,NA,ABLA,3.0,-,T,4.4,5.2,0,C,1,S,A,S,bw,-,100,100,-,Y,-,,2026-08-09,,
4583,NA,UNKN,,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-09,,
4584,NA,ABLA,3.3,-,T,5.6,-,0,T,1,S,A,S,bw,-,90,100,-,Y,2,,2026-08-09,,
4585,NA,PIEN,19.8,20.1,H,30.9,-,0,T,3,I,A,S,10% red,18.3,50,70,-,Y,-,bird nests (2-3) @ top,2026-08-09,,
4586,NA,PIEN,21.8,21.9,H,34.9,-,0,T,4,C,A,S,bw,-,90,80,-,Y,-,,2026-08-09,,
4587,NA,ABLA,2.8,-,T,4.0,4.4,0,C,1,S,A,S,bw,-,100,90,-,Y,-,,2026-08-09,,
4588,NA,ABLA,3.7,-,T,6.5,7.5,0,C,1,S,A,S,1% brown,-,80,60,-,Y,-,,2026-08-09,,
4589,NA,PIEN,20.1,20.5,H,31.4,-,0.2,T,3,I,A,S,sappy,-,70,80,-,N,-,measured @ nail,2026-08-09,,
4590,NA,ABLA,6.5,6.7,H,9.3,-,0.4,T,1,S,A,S,"10% brown BW",-,100,100,-,Y,-,multiple bends,2026-08-09,,
4591,NA,ABLA,6.6,6.8,H,8.0,-,0,T,1,S,A,S,"10% brown BW",-,100,100,-,Y,-,collar @ HOM 0.2; collar replaced w/ nail @ 1.3,2026-08-09,,
4592,NA,ABLA,1.9,-,T,2.5,2.5,0,C,1,S,A,D,100% red,-,0,50,25,Y,2,,2026-08-09,,
4593,NA,PIEN,22.9,23.1,H,30.6,-,0,T,4,C,A,S,,-,80,80,-,N,-,,2026-08-09,,
4594,NA,ABLA,2.5,-,T,4.9,4.8,0,C,1,S,A,S,BW,-,100,100,-,Y,-,,2026-08-09,,
4595,NA,ABLA,12.0,11.7,H,17.1,-,0,T,2,I,A,S,1% red,-,100,100,-,Y,-,,2026-08-09,,
4596,NA,ABLA,1.9,-,J,2.0,2.1,0,C,2,S,A,S,BW,-,100,90,-,Y,-,,2026-08-09,,
4597,NA,PIEN,2.3,-,T,6.8,-,0,T,2,S,A,L,"beetle holes, bubbly sap",-,90,80,40,N,-,beetle East; leans North,2026-08-09,,
4598,NA,ABLA,2.0,-,T,2.8,2.8,0,C,3,S,A,S,"BW 10% brown",-,100,100,-,Y,1,,2026-08-09,,
4599,NA,PIEN,1.8,-,T,1.7,1.6,0,C,2,S,A,S,BN,-,100,70,-,Y,-,,2026-08-09,,
4600,NA,ABLA,9.1,8.9,H,12.4,-,0,T,3,I,A,S,BW,-,90,90,-,Y,-,,2026-08-09,,
4601,NA,ABLA,2.1,-,T,3.6,3.6,0,C,1,S,A,L,15% brown,-,70,70,20,Y,2,dead at top; under deadfall,2026-08-09,,
4602,NA,ABLA,3.1,-,T,5.5,5.2,0,C,2,S,A,S,"BW 5% brown",-,100,90,-,Y,-,,2026-08-09,,
4603,NA,ABLA,3.6,-,T,4.8,4.9,0,C,2,S,A,S,BW,-,100,90,-,Y,-,bent @ base,2026-08-09,,
4604,NA,PIEN,15.2,15.0,T,17.0,-,0,T,3,I,A,S,,-,80,80,-,N,-,,2026-08-09,,
4605,NA,ABLA,2.1,-,T,2.4,2.4,0,C,1,S,A,S,bw,-,100,100,-,Y,-,,2026-08-09,,
4606,NA,PIEN,1.7,-,T,1.6,1.7,0,C,1,S,A,L,bw,-,80,100,10,Y,-,2 leaders; measured below tag and below split,2026-08-09,,
4607,NA,ABLA,9.7,9.6,H,17.0,-,0,T,2,I,A,S,"sappy, top cracked, 15% red",-0.1,90,80,-,Y,2,scraped by fallen,2026-08-09,,
4608,NA,PIEN,23.7,23.9,H,37.0,-,0,T,4,C,A,S,,-,90,80,-,N,-,,2026-08-09,,
4609,NA,ABLA,8.1,8.3,H,14.3,-,0,T,2,I,A,S,5% red,-,90,80,-,Y,1,scraped by fallen,2026-08-09,,
4610,NA,ABLA,5.6,-,T,7.0,6.4,0,C,1,S,A,S,5% brown,-,100,100,-,Y,-,shares base with 4611,2026-08-09,,
4611,NA,ABLA,3.9,-,T,6.3,6.5,0,C,2,S,A,S,"1% brown, bw",-,100,100,-,Y,-,shares base with 4610,2026-08-09,,
4612,NA,PIEN,2.0,-,T,2.0,2.1,0,C,2,S,A,S,bw,-,100,100,-,Y,0,bw,2026-08-09,,
4613,NA,ABLA,2.1,-,T,2.3,2.3,0,C,1,S,A,S,"5% brown BW",-,100,100,-,Y,1,measured below tag's branches,2026-08-09,,
4614,NA,ABLA,4.2,-,T,5.5,5.5,0,C,2,S,A,S,"5% red bw",-,90,80,-,Y,-,,2026-08-09,,
4615,NA,ABLA,1.9,-,T,3.6,3.1,0,C,1,S,A,L,10% red,1.8,30,60,15,Y,0,dead @ top; secondary leader,2026-08-09,,
4616,NA,ABLA,1.6,-,T,1.4,1.5,0,C,1,S,A,S,20% brown,-,80,80,-,Y,-,,2026-08-09,,
4617,NA,PICO,13.0,13.3,H,26.0,-,0,T,3,I,D,S,100% red,-,0,30,-,Y,-,height to highest living = 5.4,2026-08-09,,
4618,NA,ABLA,3.2,-,T,4.3,4.3,0,C,1,S,A,S,bw,-,80,80,-,Y,-,,2026-08-09,,
4619,NA,ABLA,2.8,-,T,3.1,3.1,0,C,2,S,A,S,"BW, 5% brown",-,100,80,-,Y,-,,2026-08-09,,
4620,NA,PIEN,21.6,21.8,H,31.7,-,0,T,4,C,A,S,,-,70,60,-,N,-,,2026-08-09,,
4621,NA,ABLA,2.0,-,J,2.5,2.4,0,C,1,S,A,S,"30% yellow, BW",-,90,90,-,Y,-,shares base with 4622,2026-08-09,,
4622,NA,ABLA,1.8,-,T,1.6,1.6,0,C,1,S,A,S,BW,-,100,90,-,Y,-,shares base with 4621,2026-08-09,,
4623,NA,PIEN,26.1,25.9,H,46.8,-,0,T,4,C,A,S,,-,80,90,-,N,-,,2026-08-09,,
4624,NA,ABLA,22.4,22.3,H,32.8,-,0,T,3,C,A,S,5% red,-,70,70,-,Y,-,cracks in trunk,2026-08-09,,
4625,NA,ABLA,,,,NA,,,,,,Dead,U,,,,,,,,,2026-08-09,,
4626,NA,ABLA,,,,NA,,,,,,Dead,L,,,,,10,,,,2026-08-09,,
4627,NA,PIEN,17.3,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-09,,
4628,NA,ABLA,16.2,,,NA,,,,,,Dead,U,,,,,,,,,2026-08-09,,
4629,NA,ABLA,,,,NA,,,,,,Dead,U,,,,,,,,,2026-08-09,,
4630,NA,ABLA,7.2,7.1,H,9.3,-,0,T,2,S,A,S,BW,-,80,70,-,Y,-,replaced collar w/ nail @ 1.3,2026-08-09,,
4631,NA,ABLA,2.1,-,T,2.5,2.5,0,C,1,S,A,S,"5% brown, BW",-,100,100,-,Y,1,,2026-08-09,,
4632,NA,ABLA,2.2,-,T,1.9,1.7,0,C,1,S,A,S,"BW 1%",-,100,100,-,Y,-,,2026-08-09,,
4633,NA,ABLA,1.9,-,T,1.7,1.8,0,C,1,S,A,S,BW,-,100,90,-,Y,-,,2026-08-09,,
4634,NA,ABLA,3.8,-,T,6.2,6.3,0,C,1,S,A,S,"burl @ base, sap, 5% brown BW",-,100,90,-,Y,-,,2026-08-09,,
4635,NA,ABLA,2.7,-,T,4.1,4.2,0,C,1,S,A,S,"BW, 1% brown",-,100,90,-,Y,-,,2026-08-09,,
4636,NA,PICO,11.3,11.6,H,28.2,-,0,T,2,S,A,S,40% brown,5.9,20,80,-,Y,3,height to highest living = 5.4,2026-08-09,living_length,"three living-length values shown (5.9, 5.6), used first"
4637,NA,PIEN,19.2,18.9,H,37.0,-,0,T,4,C,A,S,BN,-,90,90,-,Y,-,,2026-08-09,,
4638,NA,ABLA,19.6,19.9,H,31.2,-,0,T,4,C,A,L,,-,90,80,5,N,-,,2026-08-09,,
4639,NA,ABLA,3.2,-,T,4.5,4.7,0,C,2,S,A,S,"BW 10% brown",-,100,90,-,Y,-,,2026-08-09,,
4640,NA,PIEN,20,,,NA,,,,,,Dead,B,,,,,,5,,,2026-08-09,,
4641,NA,PIEN,6.8,6.9,H,16.3,-,0,T,1,I,A,L,,-,90,80,5,N,1,,2026-08-09,,
4642,NA,ABLA,2.6,-,T,3.2,3.5,0,C,1,S,A,S,"5% brown, BW",-,100,100,-,Y,-,,2026-08-09,,
4643,NA,ABLA,1.8,-,T,1.7,1.7,0,C,1,S,A,S,BW,-,100,100,-,Y,-,,2026-08-09,,
4644,NA,ABLA,2.4,-,T,3.4,3.0,0,C,1,S,A,L,"BW 1% brown",-,100,90,5,Y,-,2 leaders,2026-08-09,,
4645,NA,ABLA,1.5,-,T,1.9,1.8,0,C,1,S,A,L,BW,1.4,80,90,5,Y,-,dead at top,2026-08-09,,
4646,NA,ABLA,3.3,-,T,3.9,3.7,0,C,1,S,A,S,"BW 10% brown",-,100,100,-,Y,-,,2026-08-09,,
4647,NA,PIEN,12.3,12.7,H,20.5,-,0,T,2,I,A,L,,9.3,30,70,5,N,-,,2026-08-09,living_length,"two living-length values shown (9.3, 8.8), used first"
4648,NA,PIEN,14.7,14.3,H,30.3,-,0,T,3,I,A,S,,-,80,80,-,N,-,2 leaders,2026-08-09,,
4649,NA,UNKN,18.7,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-09,,
4650,NA,ABLA,2.1,-,T,3.2,2.7,0,C,2,S,A,S,"BW 5% yellow",-,100,90,-,Y,2,bent at base,2026-08-09,,
4651,NA,ABLA,2.6,-,T,3.7,3.8,0,C,2,S,A,S,,-,100,90,-,N,-,,2026-08-09,,
4652,NA,ABLA,1.6,-,T,1.1,1.2,0,C,2,S,A,S,BW,-,100,100,-,Y,-,,2026-08-09,,
4653,NA,ABLA,2.2,-,T,3.1,2.8,0,C,2,S,A,S,,-,100,100,-,N,-,,2026-08-09,,
4654,NA,UNKN,11.8,,,NA,,,,,,Dead,,,,,,,,,,2026-08-09,,broken at base - DeathDam_Status unclear/illegible
4655,NA,ABLA,17.2,,,NA,,,,,,Dead,L,,,,,,15,,,2026-08-09,,
4656,NA,PIEN,12.8,13.0,H,14.6,-,0,T,2,I,A,S,,-,70,80,-,N,-,dead tree leaning on it,2026-08-09,,
4657,NA,ABLA,12.5,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-09,,bend @ base
4658,NA,PIEN,8.5,8.6,H,18.0,-,0.1,T,2,S,A,S,sappy,-0.2,80,90,-,N,-,dead at top,2026-08-09,,
4659,NA,ABLA,10.6,,,NA,,,,,,Dead,L,,,,,,5,,,2026-08-09,,
4660,NA,ABLA,1.8,-,T,1.6,1.6,0,C,1,S,A,S,"BW 1% brown",-,100,90,-,Y,-,,2026-08-09,,
4661,NA,PIEN,14.9,,,NA,,,,,,Dead,L,,,,,,5,,,2026-08-09,,
4662,NA,PIEN,23.6,23.7,H,37.0,-,0,T,4,I,A,S,,-,80,80,-,N,-,,2026-08-09,,
4663,NA,PIEN,19.6,20.0,H,29.5,-,0,T,4,I,A,S,,-,80,80,-,N,-,,2026-08-09,,
4664,NA,PIEN,17.6,,,NA,,,,,,Dead,L,,,,,,5,,,2026-08-10,deathdam_status,"survival/deathdam status letters faint/unclear for this row, entered best guess"
4665,NA,ABLA,2.6,-,T,3.4,3.5,0,C,1,S,A,L,BW,-,80,80,25,Y,2,tag moved down to DBH; leans northeast,2026-08-10,,
4666,NA,ABLA,3.1,-,T,4.3,4.3,0,C,1,S,A,L,5% red,-,80,90,30,Y,-,,2026-08-10,,
4667,NA,ABLA,2.8,-,T,4.0,4.3,0,C,1,S,A,S,BW,-,100,90,-,Y,-,,2026-08-10,,
4668,NA,ABLA,1.5,-,-,1,-,0,-,1,S,NF,,BW,-,80,80,-,-,-,,2026-08-10,survival_status,"row appears greyed/crossed out on sheet - tree not found this census? confirm before finalizing"
4669,NA,ABLA,2.1,-,T,2.8,2.6,0,C,1,S,A,S,1% brown,-,100,100,-,Y,-,,2026-08-10,,
4670,NA,ABLA,2.5,-,T,3.5,3.4,0,C,1,S,A,S,BW 5% brown,-,100,100,-,Y,-,,2026-08-10,,
4671,NA,ABLA,2.8,-,T,4.1,4.1,0,C,1,S,A,S,,-,100,100,-,N,-,,2026-08-10,,
4672,NA,PIEN,18.1,18.4,H,34.0,-,0,T,3,I,OK,S,sap,-,100,100,-,N,0,,2026-08-10,,
4673,NA,PIEN,3.9,-,T,9.0,-,0,T,2,S,A,S,,-,90,70,-,Y,-,bw,2026-08-10,pct_crown,"% Crown Remaining appears to have an edited/crossed-out value, entered latest legible figure (90)"
4674,NA,ABLA,16.3,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4675,NA,PIEN,1.9,-,T,1.9,2.0,0,C,2,S,A,S,10% red,-,100,100,-,Y,-,,2026-08-10,,
4676,NA,PIEN,1.8,-,T,2.0,2.1,0,C,2,S,A,L,10% red,-,100,90,5,Y,-,bend @ base,2026-08-10,,
4677,NA,ABLA,3.1,-,T,5.4,4.8,0,T,1,S,A,S,bw,-,80,80,-,Y,-,,2026-08-10,,
4678,NA,PIEN,2.8,-,T,3.8,3.7,0,C,1,S,A,S,bw,-,100,100,-,Y,-,,2026-08-10,,
4679,NA,PIEN,1.7,-,T,1.5,1.3,0,C,1,S,A,S,,-,60,70,-,N,-,,2026-08-10,,
4680,NA,UNKN,19.4,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4681,NA,ABLA,2.9,-,T,5.1,4.7,0,C,1,S,A,S,bw,-,90,90,-,Y,-,,2026-08-10,,
4682,NA,PIEN,1.8,-,T,2.1,2.2,0,C,1,S,A,S,,-,70,80,-,N,-,,2026-08-10,,
4683,NA,ABLA,3.2,-,T,4.5,4.4,0,C,2,S,A,S,BW,-,90,100,-,Y,2,,2026-08-10,,
4684,NA,ABLA,1.9,-,T,4.1,4.4,0,C,1,S,A,S,BW 10% red,-,80,90,-,Y,1,2 leaders,2026-08-10,,
4685,NA,ABLA,12.7,13.2,H,18.6,-,0,T,2,I,A,S,sappy,-,100,100,-,N,-,,2026-08-10,,
4686,NA,ABLA,3.2,-,T,4.3,4.5,0,C,1,S,A,S,BW,-,100,90,-,Y,-,,2026-08-10,,
4687,NA,PIEN,21.3,21.5,H,32.1,-,0,T,4,C,A,S,sappy,-,90,90,-,N,-,,2026-08-10,,
4688,NA,ABLA,4.8,-,T,6.0,-,0,T,1,S,A,S,BW,-,100,90,-,Y,-,,2026-08-10,,
4689,NA,PICO,19.2,19.5,H,43.8,-,0,T,4,C,A,S,deep crack long,-,90,90,-,N,2,2 leaders,2026-08-10,,
4690,NA,ABLA,2.3,-,T,2.4,2.4,0,C,1,S,A,S,BW,-,100,100,-,Y,-,,2026-08-10,,
4691,NA,PIEN,18.4,18.6,H,25.7,-,0,T,3,C,A,L,,-,100,90,10,N,-,,2026-08-10,,
4692,NA,ABLA,12.3,12.4,H,21.6,-,0.1,T,2,I,A,S,sappy,-,100,100,-,N,-,2 leaders,2026-08-10,,
4693,NA,ABLA,1.8,-,T,1.4,1.3,0,C,1,S,A,S,BW,-,100,100,-,Y,-,,2026-08-10,,
4694,NA,ABLA,2.9,-,T,3.8,3.9,0,C,2,S,A,S,BW 5% red,-,100,80,-,Y,-,,2026-08-10,,
4695,NA,PICO,18.7,19.0,H,43.1,-,0,T,5,C,A,S,sap 20% red,-,90,90,-,Y,-,2 leaders,2026-08-10,,
4696,NA,PIEN,13.0,13.2,H,18.9,-,0,T,2,I,A,S,,-,100,100,-,N,-,,2026-08-10,,
4697,NA,PIEN,14.3,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4698,NA,ABLA,8.4,8.4,H,9.9,-,0,T,2,I,A,S,,-,100,90,-,N,-,,2026-08-10,,
4699,NA,ABLA,6.9,6.7,H,9.1,-,0,T,2,S,A,S,,-,100,100,-,N,2,double checked DBH,2026-08-10,,
4700,NA,ABLA,1.8,-,T,2.0,1.9,0,C,1,S,A,S,BW,-,100,100,-,Y,-,,2026-08-10,,
4701,NA,ABLA,2.3,-,T,3.6,3.3,0,C,2,S,A,L,BW,-,100,100,10,Y,-,,2026-08-10,,
4702,NA,ABLA,2.4,-,T,3.5,3.2,0,C,1,S,A,S,BW,-,100,90,-,Y,-,,2026-08-10,,
4703,NA,ABLA,3.2,-,T,3.7,3.7,0,C,1,S,OK,S,,-,100,100,-,N,-,,2026-08-10,,
4704,NA,ABLA,8.7,9.0,H,10.7,-,0,T,2,I,OK,S,BW,-,100,90,-,Y,-,,2026-08-10,,
4705,NA,ABLA,1.8,-,T,1.4,1.3,0,C,1,S,A,S,BW,-,100,90,-,Y,-,,2026-08-10,,
4706,NA,ABLA,3.8,-,T,4.8,4.7,0,C,1,S,A,S,BW,-,100,90,-,Y,-,,2026-08-10,,
4707,NA,PIEN,2.6,-,T,3.5,3.7,0,C,2,S,A,S,BW,-,100,100,-,Y,-,,2026-08-10,,
